name,latitude,longitude
Akhtar Colony,24.83588,67.07484
Akhter Khosa,28.363,68.69715
Akhtiar Ahmad Golo,28.25028,69.3086
Akhund Fazal Siddia,25.47727,68.45519
Akil Lohar,24.93971,68.83275
Akkan Chandio,27.28371,67.48083
Akkar Khui,26.0714,69.31858
Akli,24.45829,70.15162
Akli,24.66515,70.85103
Akli,25.04597,70.01292
Aklo,24.36312,69.79397
Aklo,24.67269,70.9836
Aknai,25.41667,68.05
Ako Junejo,24.98408,68.80414
Akra,26.73333,68.51667
Akra,24.60516,68.15301
Akra Namdar Khan,26.36631,68.72014
Akra Namdar Khan Pathan,26.33773,68.71754
Akram Goth,25.5478,69.18715
Akraro,24.80775,69.57325
Akraro,24.65683,70.64117
Akri,25.51667,69.4
Akri,26.96018,68.41779
Akro,25.58598,68.34267
Aktar,26.4894,67.7027
Aktar Goth,26.48338,67.68928
Akwari Tar,26.22804,69.70988
Al Azam Town,24.9552,67.0935
Al Faiz Farm,24.63293,69.25087
Al Fazal Town,25.39284,68.39044
Al Hando Khan Sher Jo Goth,26.99403,68.89466
Al Rahim Colony,25.41487,68.36894
Al Wahid Colony,25.37483,68.37908
Al-Aziz Colony,25.376,68.37712
Al-Fateh Town,25.42868,68.34139
Al-Flah Town,24.8737,67.1635
Al-Hawairyun Burrho,28.17249,68.73118
Al-Imran Town,25.5382,69.0177
Al-Janat,25.08548,67.2007
Al-Mustafa Town,25.39554,68.34174
Al-Mustafa Town,25.4027,68.34199
Al-Nur Society,24.94681,67.08012
Alahna,27.86667,69.01667
Alam Bhatti,24.56696,68.09827
Alam Brahui,26.23695,68.69054
Alam Dakan Goth,27.03082,68.507
Alam Din Goth,27.04868,68.51363
Alam Drakhan,27.1688,68.65019
Alam Kapri,25.29358,69.47005
Alam Khan Bhurgari,27.9598,67.94353
Alam Khan Juneja,27.9,68.15
Alam Khan Khaskheli,25.47413,68.58295
Alam Khan Khosa,24.80014,69.22358
Alam Khan Khoso,24.75983,69.23435
Alam Khan Khoso,25.85179,68.21695
Alam Khan Kodrani,27.86523,68.26421
Alam Khan Mughairi,27.51388,68.02216
Alam Khan Nizamani,26.2766,68.33084
Alam Khan Sahto,26.70997,68.81568
Alam Khan Thahin,28.05313,68.33513
Alam Khan Ujan,27.31902,68.62797
Alam Khan Zardari,26.03361,68.50894
Alam Khar Talpur,25.12778,68.54583
Alam Lore,24.67776,68.95211
Alam Majidani,27.03889,68.4875
Alam Narejo,25.38036,68.47382
Alam Punjabi,24.6641,68.3613
Alam Sato,24.39004,70.31453
Alam Shah,26.03906,68.79691
Alam Town,25.36833,68.35492
Alamabad,25.37859,68.95937
Alamgeer Muhajre,25.62856,69.11825
Alamsar,24.5755,69.81315
Alamsar,25.42788,70.31918
Alamsar,25.49272,70.58073
Alamsar,25.06499,70.66955
Alan Bajir,24.55883,68.94596
Alan Khan,28.08529,68.0622
Alan Khan Khosa,28.30191,69.09381
Alan Khan-Jo-Goth,27.4852,68.69486
Alan Machhi,24.78369,69.134
Alanabad,25.13551,70.31681
Alani jo Vandhio,24.38973,70.96149
Alfala Society,24.8831,67.1469
Alhamra Society,24.8767,67.0805
Alhando Mastoi,26.66432,67.76566
Alharo Jat,24.37374,68.22137
Alhiari,24.3447,69.59585
Ali Abad,27.77739,68.15103
Ali Abad,26.21637,68.52507
Ali Afzal Shah Pathan,26.42008,68.25621
Ali Ahmad Abro,26.71769,67.97914
Ali Ahmad Jokhio,24.88202,67.68086
Ali Ahmad Shah,26.02441,68.44868
Ali Akbar,27.02778,68.45833
Ali Akbar Dudo,24.94794,68.47799
Ali Akbar Khan Chandio,27.1069,67.67097
Ali Akbar Shah,26.33575,68.56198
